EmployeeID,PerformanceID,Age,BusinessTravel,Department,Attrition,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,RelationshipSatisfaction_text,EnvironmentSatisfaction_text,JobSatisfaction_text,TrainingOpportunitiesWithinYear,WorkLifeBalance,ManagerRating,SelfRating,SelfRating_text,ManagerRating_text
9937-CDF7,PR865,28,Some Travel,Sales,Yes,4,3,4,Satisfied ,Satisfied ,Neutral,2,3,4,4,Exceeds Expectation ,Exceeds Expectation 
2BEA-43B2,PR1333,48,Some Travel,Technology,No,5,3,4,Satisfied ,Very Satisfied,Neutral,2,3,4,4,Exceeds Expectation ,Exceeds Expectation 
2BEA-43B2,PR1958,48,Some Travel,Technology,No,5,2,2,Dissatisfied,Very Satisfied,Dissatisfied,1,4,4,5,Above and Beyond,Exceeds Expectation 
2BEA-43B2,PR2671,48,Some Travel,Technology,No,5,3,5,Very Satisfied,Very Satisfied,Neutral,3,5,5,5,Above and Beyond,Above and Beyond
2BEA-43B2,PR3498,48,Some Travel,Technology,No,3,3,4,Satisfied ,Neutral,Neutral,1,4,5,5,Above and Beyond,Above and Beyond
2BEA-43B2,PR4447,48,Some Travel,Technology,No,5,3,2,Dissatisfied,Very Satisfied,Neutral,1,5,3,3,Meets Expectation,Meets Expectation
2BEA-43B2,PR5494,48,Some Travel,Technology,No,5,4,3,Neutral,Very Satisfied,Satisfied ,1,3,2,3,Meets Expectation,Needs Improvement
2BEA-43B2,PR6616,48,Some Travel,Technology,No,5,3,5,Very Satisfied,Very Satisfied,Neutral,1,2,4,4,Exceeds Expectation ,Exceeds Expectation 
0DBC-596E,PR1476,44,Some Travel,Technology,No,5,2,3,Neutral,Very Satisfied,Dissatisfied,2,2,2,3,Meets Expectation,Needs Improvement
0DBC-596E,PR2113,44,Some Travel,Technology,No,5,3,5,Very Satisfied,Very Satisfied,Neutral,1,5,5,5,Above and Beyond,Above and Beyond
0DBC-596E,PR2844,44,Some Travel,Technology,No,3,5,2,Dissatisfied,Neutral,Very Satisfied,1,2,4,5,Above and Beyond,Exceeds Expectation 
0DBC-596E,PR3698,44,Some Travel,Technology,No,4,3,3,Neutral,Satisfied ,Neutral,1,4,5,5,Above and Beyond,Above and Beyond
0DBC-596E,PR4672,44,Some Travel,Technology,No,4,4,5,Very Satisfied,Satisfied ,Satisfied ,1,2,4,5,Above and Beyond,Exceeds Expectation 
0DBC-596E,PR5735,44,Some Travel,Technology,No,5,2,2,Dissatisfied,Very Satisfied,Dissatisfied,2,4,5,5,Above and Beyond,Above and Beyond
0DBC-596E,PR933,44,Some Travel,Technology,No,4,5,5,Very Satisfied,Satisfied ,Very Satisfied,1,3,2,3,Meets Expectation,Needs Improvement
B09D-DFEC,PR1250,47,Some Travel,Technology,No,5,5,3,Neutral,Very Satisfied,Very Satisfied,3,4,4,5,Above and Beyond,Exceeds Expectation 
B09D-DFEC,PR1846,47,Some Travel,Technology,No,3,5,2,Dissatisfied,Neutral,Very Satisfied,3,5,4,5,Above and Beyond,Exceeds Expectation 
B09D-DFEC,PR2538,47,Some Travel,Technology,No,5,4,5,Very Satisfied,Very Satisfied,Satisfied ,2,4,3,3,Meets Expectation,Meets Expectation
B09D-DFEC,PR3343,47,Some Travel,Technology,No,3,3,3,Neutral,Neutral,Neutral,2,4,4,5,Above and Beyond,Exceeds Expectation 
B09D-DFEC,PR4267,47,Some Travel,Technology,No,4,3,2,Dissatisfied,Satisfied ,Neutral,3,5,5,5,Above and Beyond,Above and Beyond
B09D-DFEC,PR5294,47,Some Travel,Technology,No,2,1,3,Neutral,Dissatisfied,Very Dissatisfied,3,4,5,5,Above and Beyond,Above and Beyond
B09D-DFEC,PR6398,47,Some Travel,Technology,No,5,2,5,Very Satisfied,Very Satisfied,Dissatisfied,3,4,4,5,Above and Beyond,Exceeds Expectation 
8ED3-4377,PR1471,30,Some Travel,Technology,No,3,2,2,Dissatisfied,Neutral,Dissatisfied,1,5,2,3,Meets Expectation,Needs Improvement
8ED3-4377,PR2106,30,Some Travel,Technology,No,5,2,3,Neutral,Very Satisfied,Dissatisfied,1,2,5,5,Above and Beyond,Above and Beyond
8ED3-4377,PR2837,30,Some Travel,Technology,No,4,5,3,Neutral,Satisfied ,Very Satisfied,1,4,2,3,Meets Expectation,Needs Improvement
8ED3-4377,PR3689,30,Some Travel,Technology,No,4,4,2,Dissatisfied,Satisfied ,Satisfied ,1,3,3,3,Meets Expectation,Meets Expectation
8ED3-4377,PR4662,30,Some Travel,Technology,No,4,5,4,Satisfied ,Satisfied ,Very Satisfied,2,2,4,4,Exceeds Expectation ,Exceeds Expectation 
8ED3-4377,PR5725,30,Some Travel,Technology,No,5,3,4,Satisfied ,Very Satisfied,Neutral,2,2,3,3,Meets Expectation,Meets Expectation
8ED3-4377,PR929,30,Some Travel,Technology,No,4,5,2,Dissatisfied,Satisfied ,Very Satisfied,3,2,4,4,Exceeds Expectation ,Exceeds Expectation 
C525-8BB9,PR1018,29,Some Travel,Technology,No,3,4,4,Satisfied ,Neutral,Satisfied ,1,3,3,4,Exceeds Expectation ,Meets Expectation
C525-8BB9,PR1564,29,Some Travel,Technology,No,4,4,3,Neutral,Satisfied ,Satisfied ,3,3,5,5,Above and Beyond,Above and Beyond
C525-8BB9,PR2213,29,Some Travel,Technology,No,5,2,5,Very Satisfied,Very Satisfied,Dissatisfied,1,2,4,4,Exceeds Expectation ,Exceeds Expectation 
C525-8BB9,PR2956,29,Some Travel,Technology,No,4,4,4,Satisfied ,Satisfied ,Satisfied ,1,4,3,4,Exceeds Expectation ,Meets Expectation
C525-8BB9,PR3820,29,Some Travel,Technology,No,3,3,4,Satisfied ,Neutral,Neutral,2,5,5,5,Above and Beyond,Above and Beyond
C525-8BB9,PR4809,29,Some Travel,Technology,No,4,3,2,Dissatisfied,Satisfied ,Neutral,2,5,3,4,Exceeds Expectation ,Meets Expectation
C525-8BB9,PR5881,29,Some Travel,Technology,No,5,4,3,Neutral,Very Satisfied,Satisfied ,1,3,4,5,Above and Beyond,Exceeds Expectation 
1F0F-458C,PR1110,29,Some Travel,Technology,Yes,5,4,5,Very Satisfied,Very Satisfied,Satisfied ,3,3,4,4,Exceeds Expectation ,Exceeds Expectation 
1F0F-458C,PR139,29,Some Travel,Technology,Yes,3,4,4,Satisfied ,Neutral,Satisfied ,1,5,4,5,Above and Beyond,Exceeds Expectation 
1F0F-458C,PR1665,29,Some Travel,Technology,Yes,3,3,2,Dissatisfied,Neutral,Neutral,3,4,3,4,Exceeds Expectation ,Meets Expectation
1F0F-458C,PR2324,29,Some Travel,Technology,Yes,5,3,3,Neutral,Very Satisfied,Neutral,1,4,3,3,Meets Expectation,Meets Expectation
1F0F-458C,PR3081,29,Some Travel,Technology,Yes,3,4,3,Neutral,Neutral,Satisfied ,1,5,4,4,Exceeds Expectation ,Exceeds Expectation 
1F0F-458C,PR334,29,Some Travel,Technology,Yes,3,3,2,Dissatisfied,Neutral,Neutral,2,2,3,4,Exceeds Expectation ,Meets Expectation
1F0F-458C,PR3966,29,Some Travel,Technology,Yes,3,4,4,Satisfied ,Neutral,Satisfied ,3,3,3,3,Meets Expectation,Meets Expectation
1F0F-458C,PR4962,29,Some Travel,Technology,Yes,4,3,2,Dissatisfied,Satisfied ,Neutral,2,3,4,4,Exceeds Expectation ,Exceeds Expectation 
1F0F-458C,PR6042,29,Some Travel,Technology,Yes,2,3,2,Dissatisfied,Dissatisfied,Neutral,1,1,4,4,Exceeds Expectation ,Exceeds Expectation 
1F0F-458C,PR664,29,Some Travel,Technology,Yes,5,5,3,Neutral,Very Satisfied,Very Satisfied,2,2,3,4,Exceeds Expectation ,Meets Expectation
9D3C-DA45,PR1116,32,Some Travel,Technology,No,4,3,5,Very Satisfied,Satisfied ,Neutral,3,2,5,5,Above and Beyond,Above and Beyond
9D3C-DA45,PR1671,32,Some Travel,Technology,No,4,2,3,Neutral,Satisfied ,Dissatisfied,3,5,3,3,Meets Expectation,Meets Expectation
9D3C-DA45,PR2332,32,Some Travel,Technology,No,3,3,4,Satisfied ,Neutral,Neutral,1,2,3,3,Meets Expectation,Meets Expectation
9D3C-DA45,PR3091,32,Some Travel,Technology,No,5,4,5,Very Satisfied,Very Satisfied,Satisfied ,2,4,2,3,Meets Expectation,Needs Improvement
9D3C-DA45,PR3979,32,Some Travel,Technology,No,4,2,3,Neutral,Satisfied ,Dissatisfied,1,2,4,5,Above and Beyond,Exceeds Expectation 
9D3C-DA45,PR4976,32,Some Travel,Technology,No,4,5,5,Very Satisfied,Satisfied ,Very Satisfied,2,5,5,5,Above and Beyond,Above and Beyond
9D3C-DA45,PR6058,32,Some Travel,Technology,No,5,3,5,Very Satisfied,Very Satisfied,Neutral,1,3,3,3,Meets Expectation,Meets Expectation
D13E-E661,PR1232,36,Some Travel,Sales,No,5,2,5,Very Satisfied,Very Satisfied,Dissatisfied,2,5,4,4,Exceeds Expectation ,Exceeds Expectation 
D13E-E661,PR1820,36,Some Travel,Sales,No,5,4,3,Neutral,Very Satisfied,Satisfied ,2,4,5,5,Above and Beyond,Above and Beyond
D13E-E661,PR2504,36,Some Travel,Sales,No,5,4,5,Very Satisfied,Very Satisfied,Satisfied ,3,4,4,4,Exceeds Expectation ,Exceeds Expectation 
D13E-E661,PR3300,36,Some Travel,Sales,No,5,3,5,Very Satisfied,Very Satisfied,Neutral,2,5,4,5,Above and Beyond,Exceeds Expectation 
D13E-E661,PR4217,36,Some Travel,Sales,No,4,5,5,Very Satisfied,Satisfied ,Very Satisfied,3,3,3,3,Meets Expectation,Meets Expectation
D13E-E661,PR5238,36,Some Travel,Sales,No,3,2,3,Neutral,Neutral,Dissatisfied,2,4,4,5,Above and Beyond,Exceeds Expectation 
D13E-E661,PR6343,36,Some Travel,Sales,No,3,3,2,Dissatisfied,Neutral,Neutral,1,3,2,3,Meets Expectation,Needs Improvement
618D-7685,PR1434,30,Some Travel,Technology,No,4,2,2,Dissatisfied,Satisfied ,Dissatisfied,3,4,4,4,Exceeds Expectation ,Exceeds Expectation 
618D-7685,PR2064,30,Some Travel,Technology,No,5,2,5,Very Satisfied,Very Satisfied,Dissatisfied,3,4,4,5,Above and Beyond,Exceeds Expectation 
618D-7685,PR2791,30,Some Travel,Technology,No,5,5,4,Satisfied ,Very Satisfied,Very Satisfied,3,2,5,5,Above and Beyond,Above and Beyond
618D-7685,PR3640,30,Some Travel,Technology,No,5,3,5,Very Satisfied,Very Satisfied,Neutral,3,4,3,4,Exceeds Expectation ,Meets Expectation
618D-7685,PR4609,30,Some Travel,Technology,No,4,1,2,Dissatisfied,Satisfied ,Very Dissatisfied,2,4,4,5,Above and Beyond,Exceeds Expectation 
618D-7685,PR5669,30,Some Travel,Technology,No,1,2,3,Neutral,Very Dissatisfied,Dissatisfied,2,2,3,4,Exceeds Expectation ,Meets Expectation
618D-7685,PR898,30,Some Travel,Technology,No,4,2,2,Dissatisfied,Satisfied ,Dissatisfied,3,2,4,5,Above and Beyond,Exceeds Expectation 
9825-45EF,PR1225,36,No Travel ,Sales,No,4,3,5,Very Satisfied,Satisfied ,Neutral,3,4,4,5,Above and Beyond,Exceeds Expectation 
9825-45EF,PR1814,36,No Travel ,Sales,No,5,3,3,Neutral,Very Satisfied,Neutral,1,3,4,5,Above and Beyond,Exceeds Expectation 
9825-45EF,PR2496,36,No Travel ,Sales,No,3,4,3,Neutral,Neutral,Satisfied ,2,3,2,3,Meets Expectation,Needs Improvement
9825-45EF,PR3290,36,No Travel ,Sales,No,4,5,3,Neutral,Satisfied ,Very Satisfied,1,3,3,4,Exceeds Expectation ,Meets Expectation
9825-45EF,PR4202,36,No Travel ,Sales,No,3,3,4,Satisfied ,Neutral,Neutral,3,5,4,5,Above and Beyond,Exceeds Expectation 
9825-45EF,PR5223,36,No Travel ,Sales,No,4,2,4,Satisfied ,Satisfied ,Dissatisfied,3,2,3,3,Meets Expectation,Meets Expectation
9825-45EF,PR6328,36,No Travel ,Sales,No,5,2,2,Dissatisfied,Very Satisfied,Dissatisfied,3,2,3,3,Meets Expectation,Meets Expectation
1609-65E1,PR1370,33,Frequent Traveller,Technology,No,4,5,3,Neutral,Satisfied ,Very Satisfied,3,3,4,5,Above and Beyond,Exceeds Expectation 
1609-65E1,PR1999,33,Frequent Traveller,Technology,No,5,2,5,Very Satisfied,Very Satisfied,Dissatisfied,1,5,5,5,Above and Beyond,Above and Beyond
1609-65E1,PR2720,33,Frequent Traveller,Technology,No,3,3,4,Satisfied ,Neutral,Neutral,2,2,4,5,Above and Beyond,Exceeds Expectation 
1609-65E1,PR3553,33,Frequent Traveller,Technology,No,3,5,2,Dissatisfied,Neutral,Very Satisfied,1,4,2,3,Meets Expectation,Needs Improvement
1609-65E1,PR4512,33,Frequent Traveller,Technology,No,3,2,5,Very Satisfied,Neutral,Dissatisfied,3,5,4,4,Exceeds Expectation ,Exceeds Expectation 
1609-65E1,PR5567,33,Frequent Traveller,Technology,No,5,4,4,Satisfied ,Very Satisfied,Satisfied ,3,5,5,5,Above and Beyond,Above and Beyond
1609-65E1,PR6696,33,Frequent Traveller,Technology,No,5,2,3,Neutral,Very Satisfied,Dissatisfied,2,3,3,4,Exceeds Expectation ,Meets Expectation
6965-C170,PR1140,48,Some Travel,Sales,No,5,2,2,Dissatisfied,Very Satisfied,Dissatisfied,3,2,3,4,Exceeds Expectation ,Meets Expectation
6965-C170,PR1700,48,Some Travel,Sales,No,4,3,2,Dissatisfied,Satisfied ,Neutral,1,5,3,4,Exceeds Expectation ,Meets Expectation
6965-C170,PR2361,48,Some Travel,Sales,No,3,2,4,Satisfied ,Neutral,Dissatisfied,3,3,5,5,Above and Beyond,Above and Beyond
6965-C170,PR3125,48,Some Travel,Sales,No,3,2,2,Dissatisfied,Neutral,Dissatisfied,3,5,4,5,Above and Beyond,Exceeds Expectation 
6965-C170,PR4016,48,Some Travel,Sales,No,2,4,3,Neutral,Dissatisfied,Satisfied ,1,1,4,4,Exceeds Expectation ,Exceeds Expectation 
6965-C170,PR5017,48,Some Travel,Sales,No,5,5,2,Dissatisfied,Very Satisfied,Very Satisfied,3,4,5,5,Above and Beyond,Above and Beyond
6965-C170,PR6103,48,Some Travel,Sales,No,3,2,5,Very Satisfied,Neutral,Dissatisfied,3,3,4,5,Above and Beyond,Exceeds Expectation 
F523-1135,PR1147,29,Frequent Traveller,Technology,No,3,3,3,Neutral,Neutral,Neutral,3,2,4,4,Exceeds Expectation ,Exceeds Expectation 
F523-1135,PR1708,29,Frequent Traveller,Technology,No,4,3,3,Neutral,Satisfied ,Neutral,3,5,4,4,Exceeds Expectation ,Exceeds Expectation 
F523-1135,PR2370,29,Frequent Traveller,Technology,No,5,3,3,Neutral,Very Satisfied,Neutral,2,3,4,4,Exceeds Expectation ,Exceeds Expectation 
F523-1135,PR3137,29,Frequent Traveller,Technology,No,4,4,2,Dissatisfied,Satisfied ,Satisfied ,2,5,3,3,Meets Expectation,Meets Expectation
F523-1135,PR4028,29,Frequent Traveller,Technology,No,3,4,3,Neutral,Neutral,Satisfied ,2,5,2,3,Meets Expectation,Needs Improvement
F523-1135,PR5030,29,Frequent Traveller,Technology,No,4,4,5,Very Satisfied,Satisfied ,Satisfied ,1,3,2,3,Meets Expectation,Needs Improvement
F523-1135,PR6116,29,Frequent Traveller,Technology,No,3,4,5,Very Satisfied,Neutral,Satisfied ,2,3,2,3,Meets Expectation,Needs Improvement
465A-91D1,PR1283,42,Some Travel,Sales,No,3,2,5,Very Satisfied,Neutral,Dissatisfied,3,3,5,5,Above and Beyond,Above and Beyond
465A-91D1,PR1894,42,Some Travel,Sales,No,4,5,4,Satisfied ,Satisfied ,Very Satisfied,3,3,2,3,Meets Expectation,Needs Improvement
465A-91D1,PR2599,42,Some Travel,Sales,No,4,2,5,Very Satisfied,Satisfied ,Dissatisfied,3,2,4,5,Above and Beyond,Exceeds Expectation 
465A-91D1,PR3411,42,Some Travel,Sales,No,4,2,3,Neutral,Satisfied ,Dissatisfied,3,4,2,3,Meets Expectation,Needs Improvement
465A-91D1,PR4348,42,Some Travel,Sales,No,3,5,3,Neutral,Neutral,Very Satisfied,1,2,5,5,Above and Beyond,Above and Beyond
465A-91D1,PR5385,42,Some Travel,Sales,No,3,5,5,Very Satisfied,Neutral,Very Satisfied,1,4,3,4,Exceeds Expectation ,Meets Expectation
465A-91D1,PR6500,42,Some Travel,Sales,No,5,4,4,Satisfied ,Very Satisfied,Satisfied ,1,5,4,4,Exceeds Expectation ,Exceeds Expectation 
2B7A-9C73,PR1179,45,Frequent Traveller,Technology,No,4,4,3,Neutral,Satisfied ,Satisfied ,1,4,3,3,Meets Expectation,Meets Expectation
2B7A-9C73,PR1748,45,Frequent Traveller,Technology,No,5,2,5,Very Satisfied,Very Satisfied,Dissatisfied,1,2,4,5,Above and Beyond,Exceeds Expectation 
2B7A-9C73,PR2414,45,Frequent Traveller,Technology,No,2,4,1,Very Dissatisfied,Dissatisfied,Satisfied ,3,3,3,3,Meets Expectation,Meets Expectation
2B7A-9C73,PR3189,45,Frequent Traveller,Technology,No,4,2,3,Neutral,Satisfied ,Dissatisfied,3,2,5,5,Above and Beyond,Above and Beyond
2B7A-9C73,PR4091,45,Frequent Traveller,Technology,No,3,5,3,Neutral,Neutral,Very Satisfied,2,3,3,3,Meets Expectation,Meets Expectation
2B7A-9C73,PR5096,45,Frequent Traveller,Technology,No,5,4,5,Very Satisfied,Very Satisfied,Satisfied ,3,5,5,5,Above and Beyond,Above and Beyond
2B7A-9C73,PR6194,45,Frequent Traveller,Technology,No,5,3,4,Satisfied ,Very Satisfied,Neutral,3,2,4,5,Above and Beyond,Exceeds Expectation 
A2B5-823F,PR1194,44,Some Travel,Technology,No,3,5,3,Neutral,Neutral,Very Satisfied,3,4,4,4,Exceeds Expectation ,Exceeds Expectation 
A2B5-823F,PR1767,44,Some Travel,Technology,No,5,5,5,Very Satisfied,Very Satisfied,Very Satisfied,2,5,4,4,Exceeds Expectation ,Exceeds Expectation 
A2B5-823F,PR2436,44,Some Travel,Technology,No,4,2,2,Dissatisfied,Satisfied ,Dissatisfied,1,4,3,3,Meets Expectation,Meets Expectation
A2B5-823F,PR3218,44,Some Travel,Technology,No,3,5,4,Satisfied ,Neutral,Very Satisfied,3,2,5,5,Above and Beyond,Above and Beyond
A2B5-823F,PR4124,44,Some Travel,Technology,No,5,4,5,Very Satisfied,Very Satisfied,Satisfied ,1,4,3,4,Exceeds Expectation ,Meets Expectation
A2B5-823F,PR5133,44,Some Travel,Technology,No,3,4,4,Satisfied ,Neutral,Satisfied ,1,4,2,3,Meets Expectation,Needs Improvement
A2B5-823F,PR6233,44,Some Travel,Technology,No,3,4,5,Very Satisfied,Neutral,Satisfied ,3,3,5,5,Above and Beyond,Above and Beyond
F838-C681,PR1329,32,Some Travel,Technology,No,3,4,3,Neutral,Neutral,Satisfied ,3,2,4,4,Exceeds Expectation ,Exceeds Expectation 
F838-C681,PR1954,32,Some Travel,Technology,No,4,5,2,Dissatisfied,Satisfied ,Very Satisfied,2,3,5,5,Above and Beyond,Above and Beyond
F838-C681,PR2667,32,Some Travel,Technology,No,4,2,3,Neutral,Satisfied ,Dissatisfied,3,4,4,5,Above and Beyond,Exceeds Expectation 
F838-C681,PR3493,32,Some Travel,Technology,No,4,2,5,Very Satisfied,Satisfied ,Dissatisfied,2,4,2,3,Meets Expectation,Needs Improvement
F838-C681,PR4442,32,Some Travel,Technology,No,5,3,5,Very Satisfied,Very Satisfied,Neutral,2,2,4,4,Exceeds Expectation ,Exceeds Expectation 
F838-C681,PR5489,32,Some Travel,Technology,No,4,3,3,Neutral,Satisfied ,Neutral,3,2,3,3,Meets Expectation,Meets Expectation
F838-C681,PR6610,32,Some Travel,Technology,No,4,3,2,Dissatisfied,Satisfied ,Neutral,2,4,2,3,Meets Expectation,Needs Improvement
7F91-C628,PR1292,36,Frequent Traveller,Technology,No,3,5,3,Neutral,Neutral,Very Satisfied,2,3,4,4,Exceeds Expectation ,Exceeds Expectation 
7F91-C628,PR1903,36,Frequent Traveller,Technology,No,5,2,3,Neutral,Very Satisfied,Dissatisfied,2,2,4,5,Above and Beyond,Exceeds Expectation 
7F91-C628,PR2611,36,Frequent Traveller,Technology,No,3,1,1,Very Dissatisfied,Neutral,Very Dissatisfied,3,1,3,4,Exceeds Expectation ,Meets Expectation
7F91-C628,PR3428,36,Frequent Traveller,Technology,No,3,3,2,Dissatisfied,Neutral,Neutral,2,2,5,5,Above and Beyond,Above and Beyond
7F91-C628,PR4368,36,Frequent Traveller,Technology,No,5,2,4,Satisfied ,Very Satisfied,Dissatisfied,2,5,3,4,Exceeds Expectation ,Meets Expectation
7F91-C628,PR5404,36,Frequent Traveller,Technology,No,3,5,2,Dissatisfied,Neutral,Very Satisfied,2,4,4,5,Above and Beyond,Exceeds Expectation 
7F91-C628,PR6520,36,Frequent Traveller,Technology,No,5,5,5,Very Satisfied,Very Satisfied,Very Satisfied,1,2,4,4,Exceeds Expectation ,Exceeds Expectation 
565B-C207,PR1086,30,No Travel ,Technology,No,4,3,5,Very Satisfied,Satisfied ,Neutral,3,4,3,3,Meets Expectation,Meets Expectation
565B-C207,PR1640,30,No Travel ,Technology,No,3,2,4,Satisfied ,Neutral,Dissatisfied,1,4,4,5,Above and Beyond,Exceeds Expectation 
565B-C207,PR2299,30,No Travel ,Technology,No,3,2,5,Very Satisfied,Neutral,Dissatisfied,3,4,5,5,Above and Beyond,Above and Beyond
565B-C207,PR3052,30,No Travel ,Technology,No,5,4,5,Very Satisfied,Very Satisfied,Satisfied ,2,4,5,5,Above and Beyond,Above and Beyond
565B-C207,PR3935,30,No Travel ,Technology,No,3,5,4,Satisfied ,Neutral,Very Satisfied,2,3,4,5,Above and Beyond,Exceeds Expectation 
565B-C207,PR4932,30,No Travel ,Technology,No,3,3,2,Dissatisfied,Neutral,Neutral,1,5,2,3,Meets Expectation,Needs Improvement
565B-C207,PR6011,30,No Travel ,Technology,No,4,3,5,Very Satisfied,Satisfied ,Neutral,1,5,4,5,Above and Beyond,Exceeds Expectation 
4DA0-81D7,PR1321,28,Some Travel,Human Resources,No,5,4,4,Satisfied ,Very Satisfied,Satisfied ,2,2,5,5,Above and Beyond,Above and Beyond
4DA0-81D7,PR1944,28,Some Travel,Human Resources,No,4,5,5,Very Satisfied,Satisfied ,Very Satisfied,3,4,4,5,Above and Beyond,Exceeds Expectation 
4DA0-81D7,PR2654,28,Some Travel,Human Resources,No,3,2,3,Neutral,Neutral,Dissatisfied,3,3,5,5,Above and Beyond,Above and Beyond
4DA0-81D7,PR3476,28,Some Travel,Human Resources,No,3,4,5,Very Satisfied,Neutral,Satisfied ,2,3,4,4,Exceeds Expectation ,Exceeds Expectation 
4DA0-81D7,PR4424,28,Some Travel,Human Resources,No,4,5,3,Neutral,Satisfied ,Very Satisfied,2,3,3,4,Exceeds Expectation ,Meets Expectation
4DA0-81D7,PR5468,28,Some Travel,Human Resources,No,3,2,1,Very Dissatisfied,Neutral,Dissatisfied,3,2,3,4,Exceeds Expectation ,Meets Expectation
4DA0-81D7,PR6585,28,Some Travel,Human Resources,No,3,5,2,Dissatisfied,Neutral,Very Satisfied,2,4,3,3,Meets Expectation,Meets Expectation
5818-560C,PR1469,30,Some Travel,Technology,No,3,2,3,Neutral,Neutral,Dissatisfied,1,2,4,4,Exceeds Expectation ,Exceeds Expectation 
5818-560C,PR2104,30,Some Travel,Technology,No,3,3,3,Neutral,Neutral,Neutral,2,5,2,3,Meets Expectation,Needs Improvement
5818-560C,PR2835,30,Some Travel,Technology,No,5,2,2,Dissatisfied,Very Satisfied,Dissatisfied,2,3,4,4,Exceeds Expectation ,Exceeds Expectation 
5818-560C,PR3687,30,Some Travel,Technology,No,5,3,2,Dissatisfied,Very Satisfied,Neutral,3,2,4,5,Above and Beyond,Exceeds Expectation 
5818-560C,PR4660,30,Some Travel,Technology,No,4,4,3,Neutral,Satisfied ,Satisfied ,1,2,3,3,Meets Expectation,Meets Expectation
5818-560C,PR5723,30,Some Travel,Technology,No,3,4,3,Neutral,Neutral,Satisfied ,1,4,3,4,Exceeds Expectation ,Meets Expectation
5818-560C,PR927,30,Some Travel,Technology,No,5,2,5,Very Satisfied,Very Satisfied,Dissatisfied,2,2,3,4,Exceeds Expectation ,Meets Expectation
1363-6BF9,PR1304,36,Some Travel,Technology,No,5,2,4,Satisfied ,Very Satisfied,Dissatisfied,3,5,3,3,Meets Expectation,Meets Expectation
1363-6BF9,PR1919,36,Some Travel,Technology,No,3,5,4,Satisfied ,Neutral,Very Satisfied,1,5,4,4,Exceeds Expectation ,Exceeds Expectation 
1363-6BF9,PR2629,36,Some Travel,Technology,No,3,3,2,Dissatisfied,Neutral,Neutral,2,4,4,5,Above and Beyond,Exceeds Expectation 
1363-6BF9,PR3449,36,Some Travel,Technology,No,3,5,5,Very Satisfied,Neutral,Very Satisfied,3,2,3,3,Meets Expectation,Meets Expectation
1363-6BF9,PR4393,36,Some Travel,Technology,No,4,2,2,Dissatisfied,Satisfied ,Dissatisfied,1,2,4,4,Exceeds Expectation ,Exceeds Expectation 
1363-6BF9,PR5434,36,Some Travel,Technology,No,5,5,2,Dissatisfied,Very Satisfied,Very Satisfied,3,5,3,3,Meets Expectation,Meets Expectation
1363-6BF9,PR6548,36,Some Travel,Technology,No,5,5,2,Dissatisfied,Very Satisfied,Very Satisfied,3,2,3,3,Meets Expectation,Meets Expectation
05B0-755F,PR1422,44,Some Travel,Technology,No,5,3,5,Very Satisfied,Very Satisfied,Neutral,2,2,5,5,Above and Beyond,Above and Beyond
05B0-755F,PR2053,44,Some Travel,Technology,No,4,4,3,Neutral,Satisfied ,Satisfied ,2,3,5,5,Above and Beyond,Above and Beyond
05B0-755F,PR2779,44,Some Travel,Technology,No,3,4,4,Satisfied ,Neutral,Satisfied ,1,2,5,5,Above and Beyond,Above and Beyond
05B0-755F,PR3626,44,Some Travel,Technology,No,4,3,2,Dissatisfied,Satisfied ,Neutral,1,2,4,4,Exceeds Expectation ,Exceeds Expectation 
05B0-755F,PR4595,44,Some Travel,Technology,No,3,2,4,Satisfied ,Neutral,Dissatisfied,2,3,5,5,Above and Beyond,Above and Beyond
05B0-755F,PR5655,44,Some Travel,Technology,No,3,3,5,Very Satisfied,Neutral,Neutral,1,5,4,4,Exceeds Expectation ,Exceeds Expectation 
05B0-755F,PR888,44,Some Travel,Technology,No,3,4,2,Dissatisfied,Neutral,Satisfied ,2,4,3,4,Exceeds Expectation ,Meets Expectation
4C62-5BE8,PR1308,39,Frequent Traveller,Technology,No,5,3,4,Satisfied ,Very Satisfied,Neutral,2,2,5,5,Above and Beyond,Above and Beyond
4C62-5BE8,PR1924,39,Frequent Traveller,Technology,No,4,2,4,Satisfied ,Satisfied ,Dissatisfied,1,5,2,3,Meets Expectation,Needs Improvement
4C62-5BE8,PR2634,39,Frequent Traveller,Technology,No,5,4,5,Very Satisfied,Very Satisfied,Satisfied ,2,4,3,4,Exceeds Expectation ,Meets Expectation
4C62-5BE8,PR3455,39,Frequent Traveller,Technology,No,3,4,5,Very Satisfied,Neutral,Satisfied ,2,5,5,5,Above and Beyond,Above and Beyond
4C62-5BE8,PR4399,39,Frequent Traveller,Technology,No,4,4,2,Dissatisfied,Satisfied ,Satisfied ,3,5,5,5,Above and Beyond,Above and Beyond
4C62-5BE8,PR5440,39,Frequent Traveller,Technology,No,3,4,2,Dissatisfied,Neutral,Satisfied ,1,4,4,5,Above and Beyond,Exceeds Expectation 
4C62-5BE8,PR6553,39,Frequent Traveller,Technology,No,4,2,3,Neutral,Satisfied ,Dissatisfied,3,2,4,5,Above and Beyond,Exceeds Expectation 
